,diary_index,title_raw,value_raw,title,value,owner
1453,77,Student Loan Payment,$605,student loan,605,diarist
1454,77,Utilities,$270,utilities,55,diarist
1455,77,Phone Bill,$95,utilities,95,diarist
1456,77,Gas,$140,utilities,140,diarist
1457,77,Tithes,$200,charity,200,diarist
1458,77,Car Insurance,$95,auto,95,diarist
1459,77,Disneyland Pass,$114,entertainment,114,diarist
1460,77,Medical Insurance,$500,health insurance,500,diarist
1461,77,Credit Card,$800,credit,800,diarist
1462,77,Private Practice,$200,misc,200,diarist
1463,77,Gym Membership,$40,gym,40,diarist
1464,77,Daycare,$400,childcare,400,diarist
1465,78,Occupation,Structural Engineer,occupation,structural engineer,diarist
1466,78,Industry,Consulting,industry,consulting,diarist
1467,78,Age,28,age,28,diarist
1468,78,Location,Singapore,location,"singapore, singapore",diarist
1469,78,Salary,"$48,630",salary,48630,diarist
1470,78,Paycheck Amount (1x/month),"$4,050",monthly paycheck,4050,diarist
1471,78,Rent,$720 for my share. (I live with three housemates.),rent,720,diarist
1472,78,Student Loan Payments,"None. (I paid off my $33,300 in student loans three years ago.)",student loan,0,diarist
1473,78,"Utilities, Internet & Cleaning",~$91,utilities,91,diarist
1474,78,Health Insurance,$o. (Doctor's visits and specialists' treatments are covered by my company.),health insurance,0,diarist
1475,78,Private Health & Life Insurance,$122,health insurance,122,diarist
1476,78,Pension,$202. (My company matches 80% of it.),savings,202,diarist
1477,78,Phone Bill,$24,utilities,24,diarist
1478,78,PublicTransportation Card,$30,misc,30,diarist
1479,78,Income Tax,$182. (Interest-free monthly payment of last year's income tax.),misc,182,diarist
1480,78,Investment,"$600, automatically taken out of my savings account to invest in Singapore's Straits Times Index.",savings,600,diarist
1481,78,Savings,"~$730, most of which will go into my Vanguard Index Fund eventually.",savings,730,diarist
1482,79,Occupation,Assistant,occupation,assistant,diarist
1483,79,Industry,IT,industry,it,diarist
1484,79,Age,23,age,23,diarist
1485,79,Location,Phoenix,location,"phoenix, AZ",diarist
1486,79,Salary,"$37,800",salary,37800,diarist
1487,79,Paycheck Amount (2x/month),"$1,119",monthly paycheck,2238,diarist
1488,79,Rent,$725 for my half of rent and hot water. (I live with a roommate and my two dogs.),rent,725,diarist
1489,79,Student Loan Payments,"$194.75. (Just made it to under $10,000!)",student loan,194.78,diarist
1490,79,"Health, Dental & Vision Insurance",$159.78. (It comes straight out of my paycheck.),health insurance,159.78,diarist
1491,79,Wifi,$26,utilities,26,diarist
1492,79,Electricity,~$50. (~$100 in the summer when we use the air conditioning a lot.),utilities,75,diarist
1493,79,Transportation,$64 for an unlimited pass,misc,64,diarist
1494,79,Cell Phone Bill,"$83, paid to my mom",utilities,83,diarist
1495,79,Savings,$120 minimum,savings,120,diarist
1496,79,Netflix/Hulu/HBO,All paid for by family members generous enough to give me their passwords.,entertainment,0,diarist
1497,79,Spotify,"$36, paid once a year",entertainment,15.99,diarist
1498,80,Occupation,Luxury Travel Manager,occupation,luxury travel manager,diarist
1499,80,Industry,Hospitality,industry,hospitality,diarist
1500,80,Age,26,age,26,diarist
1501,80,Location,Connecticut,location,CT,diarist
1502,80,Salary,"$52,000",salary,52000,diarist
1503,80,Paycheck (2x/month),"$1,425",monthly paycheck,2850,diarist
1504,80,Housing Costs,"$0. My company pays for my housing ($2,000/month), but I am responsible for internet ($70) and the electric bill ($120-$200) each month. I live alone for part of the year, and I have a roommate during the summer.",rent,0,diarist
1505,80,Student Loan Payments,$300,student loan,300,diarist
1506,80,Car Payment,$387,auto,387,diarist
1507,80,All Other Apple Music,$9.99. It's a necessity.,entertainment,9.99,diarist
1508,80,Audible,$22.95. I drive quite a bit and audiobooks helps me enjoy the time.,entertainment,22.95,diarist
1509,80,Netflix,$8.99,entertainment,8.99,diarist
1510,80,s,"$15. After the last election, I felt it was my civic duty to keep myself, and everyone around me, aware.",misc,15,diarist
1511,80,Dropbox,$9.99,misc,9.99,diarist
1512,80,Verizon,$120-$200. My company pays for $150 of my phone bill. I am responsible for any additional costs (mostly international calls on my part).,utilities,160,diarist
1513,80,Car Insurance & Registration,"$120. I pay my auto insurance bi-annually, so every month, I have an automatic withdrawal set up.",auto,120,diarist
1514,80,Savings,$500. I set up an auto-withdrawal on the first of each month to put $500 into savings. Sometimes I'll add more.,savings,500,diarist
1515,81,Occupation,Graduate Assistant,occupation,graduate assistant,diarist
1516,81,Industry,Academia,industry,academia,diarist
1517,81,Age,25,age,25,diarist
1518,81,Location,"Philadelphia, PA",location,"philadelphia, PA",diarist
1519,81,Salary,"$13,500",salary,13500,diarist
1520,81,Paycheck,"$1,500/month, for nine months of the year.",monthly paycheck,1500,diarist
1521,81,Part-Time Nannying Job,"~$600. I left my full-time salaried job (where I was severely overworked and underpaid) in order to pursue my graduate degree late last summer. To give you an idea, my current take-home income as a grad student and nanny is actually slightly than I was making after taxes at my ""grown-up"" job. It was a scary risk, but I am so much happier and more fulfilled.",income,600,diarist
1522,81,Housing Costs,"$1,000, split 50-50 with my boyfriend",rent,500,diarist
1523,81,Loan Payments,$0. I'm in grad school and currently not making any payments on my student loans.,student loan,0,diarist
1524,81,All Other Netflix,$9,entertainment,9,diarist
1525,81,HBO Now,$13,entertainment,13,diarist
1526,81,Health Insurance,$98,health insurance,98,diarist
1527,81,Gas,$25-$75,utilities,50,diarist
1528,81,Power,~$45,utilities,45,diarist
1529,81,"Cat Supplies (Food, Litter, etc.)",$50,misc,50,diarist
1530,81,Credit Card Debt,"$150 minimum. It's been a rough year with very unexpected expenses, including emergency vet and dental bills. Those took a huge hit on both my savings and my credit card balance. I'm working hard to compensate for both.",credit,150,diarist
1531,81,Savings,$150 minimum,savings,150,diarist
1532,82,Occupation,Executive Recruiter,occupation,executive recruiter,diarist
1533,82,Industry,"Healthcare, Digital Media, Finance",industry,"healthcare, digital media, finance",diarist
1534,82,Age,29,age,29,diarist
1535,82,Location,"Chicago, IL",location,"chicago, IL",diarist
1536,82,Salary,"$35,000",salary,35000,diarist
1537,82,Paycheck (2x/month),"$1,053.67. I have a commission plan as well and it can be anywhere from an additional $1,000 to $5,000",monthly paycheck,2107.34,diarist
1538,82,Housing Costs,"$747.50. My best friend and I moved to Chicago together spur of the moment over the summer after our divorces. We rent a teeny, tiny walk-up apartment together.",rent,747.5,diarist
1539,82,Loan Payments,"$137. I have about $16,000 left to pay on the original $23,000.",student loan,137,diarist
1540,82,All Other Credit Card Debt,"$450. I went through a nasty divorce and was left with half of our marital debt at the end. Most of it was his, but Georgia is an equal opportunity state. I won't make this mistake ever again.",credit,450,diarist
1541,82,Electric,~$50. (Gas and water are included.),utilities,50,diarist
1542,82,Wi-Fi & Basic Cable,"$50, which my roommate covers. I pay for electric so we just call it even.",utilities,50,diarist
1543,82,Hulu & Netflix,$9.99. I pay for Hulu and a girlfriend pays for Netflix.,entertainment,9.99,diarist
1544,82,Phone,$89,utilities,89,diarist
1545,82,401(k),"5% of every paycheck, and my company matches.",savings,105.367,diarist
1546,82,"Medical, Dental, Health & Life Insurance",$101 of each paycheck,health insurance,202,diarist
1547,82,Unlimited MetraCard,$141 pre-tax,misc,141,diarist
1548,82,Investments: ~,$200. I use Acorns and have a small monthly amount going into various Bitcoin investments.,savings,200,diarist
1549,83,Occupation,Financial Planner,occupation,financial planner,diarist
1550,83,Industry,Financial Services,industry,financial services,diarist
1551,83,Age,29,age,29,diarist
1552,83,Location,Wisconsin,location,WI,diarist
1553,83,Salary,"$114,000",salary,114000,diarist
1554,83,Housing Costs,"$1,240 mortgage payment, which includes escrow for property taxes. I bought my first home at age 24 and live (mostly) alone with my two dogs. My boyfriend is in the process of officially moving in (he practically already lives with me), but he isn't able to help out with expenses at this time.",mortgage,1240,diarist
1555,83,Loans,$0. I was very fortunate to have had financial help during college from my parents.,student loan,0,diarist
1556,83,"All Other Health, Dental & Vision Insurance",$216; my company covers the rest.,health insurance,216,diarist
1557,83,401(k),"10% of my income with a 4% company match. This, along with my taxes and insurance, is automatically withheld from my paycheck.",savings,950,diarist
1558,83,"Auto, Homeowner & Umbrella Liability Insurance",$136,auto,136,diarist
1559,83,Life Insurance Premium,$40 each quarter,misc,13.3333333333333,diarist
1560,83,Roth IRA,$458/month,savings,458,diarist
1561,83,Savings,$833,savings,833,diarist
1562,83,Electricity,~$250,utilities,250,diarist
1563,83,Internet,$47,utilities,47,diarist
1564,83,Netflix & HBO,$0. I use my boyfriend's accounts.,entertainment,0,diarist
1565,83,Apple Music,$10.50,entertainment,10.5,diarist
1566,83,Lawn Service,$130 each quarter,misc,43.3333333333333,diarist
1567,83,Cell Phone,$60,utilities,60,diarist
1568,83,Gym Membership,$42,gym,42,diarist
1569,83,Massage Envy Membership,$60,misc,60,diarist
1570,83,Dog Grooming,$50,misc,50,diarist
1571,83,Credit Card Debt,"None. Typically, I charge $2,500/month, and  I pay that off in full every month. I rarely use cash for anything to try to take advantage of the 1.5% cash back rewards my card offers. This covers groceries, dining out, entertainment, travel-related expenses, and other discretionary spending.",credit,0,diarist
1572,84,Occupation,School Counselor,occupation,school counselor,diarist
1573,84,Industry,Education,industry,education,diarist
1574,84,Age,27,age,27,diarist
1575,84,Location,"Washington, DC",location,"washington, DC",diarist
1576,84,Salary,"$56,687",salary,56687,diarist
1577,84,Paycheck Amount (monthly),"$3,443",monthly paycheck,2442,diarist
1578,84,Housing Costs,"$1,125. I share a two-bedroom apartment and split rent evenly.",rent,1125,diarist
1579,84,Loan Payments,"$491. I'm paying off about $40,000 in graduate school loans.",student loan,491,diarist
1580,84,All Other Retirement & Health Insurance,"I have around $790/month taken out of my paycheck pre-tax for various retirement accounts, as well as $145 for health and dental insurance.",health insurance,145,diarist
1581,84,Roth IRA,$50,savings,840,diarist
1582,84,Car Insurance,$50.25,auto,50.25,diarist
1583,84,Cell phone,$50,utilities,50,diarist
1584,84,Internet,$45 (my half),utilities,45,diarist
1585,84,Power,$20 (my half),utilities,20,diarist
1586,84,iCloud storage,$3,misc,3,diarist
1587,84,Spotify Premium,$0.99 (trial),entertainment,0.99,diarist
1588,84,Savings,"$550 for the summer. We don't get paid for two months of the year, so we have to set money aside to pay ourselves. It's a pain, but has made me a very careful budgeter!",savings,550,diarist
1589,84,ClassPass,$55,gym,55,diarist
1590,85,Occupation,Project Controller,occupation,project controller,diarist
1591,85,Industry,Finance,industry,finance,diarist
1592,85,Age,35,age,35,diarist
1593,85,Location,"Boston, MA",location,"boston, MA",diarist
1594,85,Household Income,"$250,000 (including husband's salary)",salary,167000,spouse
1595,85,My Salary,"$83,000",salary,83000,diarist
1596,85,Paycheck (2x/month),"$2,050",monthly paycheck,4100,diarist
1597,85,Housing,"$4,000 mortgage",mortgage,4000,diarist
1598,85,Loan Payments,$300 for undergraduate student loans,student loan,300,diarist
1599,85,All Other Pet Insurance,$65,misc,65,diarist
1600,85,Phone Bill,$85,utilities,85,diarist
1601,85,Frozen ClassPass,$15,gym,15,diarist
1602,85,Water Bill,$85 (jointly paid by husband and me),utilities,42.5,diarist
1603,85,Car Insurance,$125 (jointly paid by husband and me),auto,62.5,diarist
1604,85,Energy Bill,"$100, varies by season. (jointly paid by husband and me)",utilities,50,diarist
1605,85,Robo-Investment Account,"$1,600",savings,1600,diarist
1606,85,Health Insurance,$300,health insurance,300,diarist
1607,85,401(k),$700,savings,700,diarist
1608,86,Occupation,Behavioral Health Counselor,occupation,behavioral health counselor,diarist
1609,86,Industry,Healthcare,industry,healthcare,diarist
1610,86,Age,29,age,29,diarist
1611,86,Location,"Anchorage, Alaska",location,"anchorage, AK",diarist
1612,86,Salary,"$53,000",salary,53000,diarist
1613,86,Paycheck (2x/month),"$1,516",monthly paycheck,3032,diarist
1614,86,Housing Costs,$600,rent,600,diarist
1615,86,Student Loan Payments,"$186. I still owe $12,709 but I'm paying off other debts more aggressively right now.",student loan,186,diarist
1616,86,All Other Medical & Dental,$95 (taken out of my paycheck),health insurance,95,diarist
1617,86,Gym Membership,$21,gym,21,diarist
1618,86,Car Insurance,$78,auto,78,diarist
1619,86,Car Payment,"$400. I only owe $280/month, but I overpay over each month.",auto,400,diarist
1620,86,Streaming Services,"$43 for YouTube Red, Spotify, Netflix, and Hulu. I stream a lot and let my friends mooch because I'm a saint.",entertainment,43,diarist
1621,86,Cell Phone,$135. Phone service in Alaska is ridiculous.,utilities,135,diarist
1622,86,Credit Card Debt,"$80. This fluctuates. I try to keep my CC at zero, but sometimes I use it when I lose my debit card (so, so frequently) and it accumulates about $100-$200.",credit,80,diarist
1623,86,"Miscellaneous Debts (Creditors, etc.)","~$300. I've been aggressively paying off medical and utility debts I racked up when I was worse off financially. I've paid off a number of creditors and I'm down to just the one, THANK GOD. Less than $2,000 left!",credit,300,diarist
1624,86,Savings,$300,savings,300,diarist
1625,87,Occupation,Product Manager,occupation,product manager,diarist
1626,87,Industry,Tech,industry,tech,diarist
1627,87,Age,29,age,29,diarist
1628,87,Location,"San Jose, CA",location,"san jose, CA",diarist
1629,87,Salary,"$112,000",salary,112000,diarist
1630,87,Housing Costs,"$700-$800 for my share, depending on utilities.",rent,750,diarist
1631,87,Loan Payments,"$0 due to scholarships, work study, and family help.",student loan,0,diarist
1632,87,All Other Health Insurance,$60,health insurance,60,diarist
1633,87,Internet,$35. I have to call and renegotiate every year.,utilities,35,diarist
1634,87,Stock Purchase Plan,~$300 pre-tax,savings,300,diarist
1635,87,Hulu,$5.99,entertainment,5.99,diarist
1636,87,Netflix,$7.99,entertainment,7.99,diarist
1637,87,MoviePass,$9.99,entertainment,9.99,diarist
1638,87,Gym Membership,$47.50,gym,47.5,diarist
1639,87,Cell Phone,"$0, on the family plan",utilities,0,diarist
1640,87,Retirement Plan,I don't regularly contribute to a 401(k) but my company puts in 5% at the end of the year (no matching).,savings,0,diarist
1641,88,Occupation,Administrative Assistant,occupation,administrative assistant,diarist
1642,88,Industry,Real Estate,industry,real estate,diarist
1643,88,Age,23,age,23,diarist
1644,88,Location,"Holland, MI",location,"holland, MI",diarist
1645,88,JointSalary,"$66,000 — $45,000 from my husband, $21,000 from me",salary,21000,diarist
1646,88,Paycheck Amount (Bi-weekly),"$1,940 combined ($1,340 from husband, $600 from me)",monthly paycheck,600,diarist
1647,88,Housing,$946.24 mortgage; we own our house.,mortgage,946.24,diarist
1648,88,Loan Payments,$272 for both of our student loans. I would really love to bump this up to $400/month one day.,student loan,272,diarist
1649,88,"All Other Electric, Water & Gas",$122,utilities,122,diarist
1650,88,Garbage Pickup,$18,utilities,18,diarist
1651,88,Internet,$55,utilities,55,diarist
1652,88,Cell Phone,$170.30 for both our phones,utilities,170.3,diarist
1653,88,Car Insurance,$170.62 for both our cars,auto,170.62,diarist
1654,88,Health & Dental Insurance,$276. (My husband can stay on his parents' plan until he's 26.),health insurance,276,diarist
1655,88,Church Donation,$261/biweekly,charity,522,diarist
1656,89,Occupation,Lead User Experience Designer,occupation,lead user experience designer,diarist
1657,89,Industry,Product Design,industry,product design,diarist
1658,89,Age,27,age,27,diarist
1659,89,Location,Northern New Jersey,location,NJ,diarist
1660,89,Salary,"$82,400",salary,82400,diarist
1661,89,Housing,"$1,500, split evenly with my partner/significant other who lives with me. The rent for our one-bedroom apartment is very affordable compared to other places in our area.",rent,750,diarist
1662,89,Student Loans,$420,student loan,420,diarist
1663,89,Car Payment,$200,auto,200,diarist
1664,89,All Other Deductions,"~$950 is deducted from my paycheck for taxes, health insurance, accident insurance, retirement (12% in a 401(k) and a 6% company match), and life insurance",misc,950,diarist
1665,89,Utilities,~$70 in the winter (split evenly),utilities,270,diarist
1666,89,Cable & Internet,$160 (split evenly),utilities,80,diarist
1667,89,Investments,$80,savings,80,diarist
1668,89,Car Insurance,$120,auto,120,diarist
1669,89,Savings,I am trying to save at LEAST $200/month into a travel and emergency fund. I also put whatever I feel comfortable with at the end of each month to another savings account.,savings,200,diarist
1670,89,Credit Card Debt,"~$400 total between a few cards. I had a lot of debt from college and my early 20s when I wasn't very responsible with money. I had a second job the past few years, and that income was used to get this balance down a lot.",credit,400,diarist
1671,89,Therapy,"$30-$60, depending on how often I go that month.",misc,45,diarist
1672,89,Spa Membership,$80 for acupuncture and massages; self-care is important.,misc,80,diarist
1673,89,"Spotify, Netflix, Hulu & HBO Now",$43,entertainment,43,diarist
1674,89,Charitable Donations,$25 to our local Planned Parenthood and $10 to WNYC,charity,35,diarist
1675,90,Occupation,Freelance Copywriter & Part-Time Sales Associate,occupation,freelance copywriter & part-time sales associate,diarist
1676,90,Industry,Creative & Retail,industry,creative & retail,diarist
1677,90,Age,30,age,30,diarist
1678,90,Location,New York,location,"new york, NY",diarist
1679,90,My Salary,"$15,000",salary,15000,diarist
1680,90,Paycheck (2x/month),$500,monthly paycheck,1000,diarist
1681,90,Husband's Salary,"$150,000",salary,150000,spouse
1682,90,Husband's Paycheck (2x/month),"$3,500 and he gets a yearly bonus based on company performance. Last year it was $5,000. My husband and I have a joint bank account. (The joys of being basically unemployed.)",monthly paycheck,7000,spouse
1683,90,Housing Costs,"$3,095",mortgage,3095,diarist
1684,90,My Student Loans,$0. I don't earn enough to pay back my loans.,student loan,0,diarist
1685,90,Husband's Student Loans,$960 back to the U.K.,student loan,960,spouse
1686,90,Credit Card,$100,credit,100,diarist
1687,90,All Other Utilities,$200,utilities,200,diarist
1688,90,Apple Music,$14.99 (family plan),entertainment,14.99,diarist
1689,90,401(k),"$0, but my husband contributes $1,000 from his paycheck.",savings,0,diarist
1690,90,Insurance,$0. I'm covered by my husband's policy.,health insurance,0,diarist
1691,90,Phone,"$300 for both phones and plans. The price is high, as we had no U.S. credit when we moved here and ended up with a terrible plan.",utilities,300,diarist
1692,90,Netflix,$9.99,entertainment,9.99,diarist
1693,90,Hulu,$7.95,entertainment,7.95,diarist
1694,90,HBO,$0. I mooch from a friend.,entertainment,0,diarist
1695,90,Amazon Prime,$0. Mooch from a friend.,misc,0,diarist
1696,90,Cat Supplies,"$50 for litter, food, and toys",misc,50,diarist
1697,90,Savings,~$300. We try to put as much as possible into savings but it's difficult when my income varies so much.,savings,300,diarist
1698,91,Occupation,Video Producer,occupation,video producer,diarist
1699,91,Industry,Media & Advertising,industry,media & advertising,diarist
1700,91,Age,22,age,22,diarist
1701,91,Location,Singapore,location,"singapore, singapore",diarist
1702,91,Salary,"$20,800",salary,20800,diarist
1703,91,Paycheck (Once A Month),"$1,730 before deduction of Central Provident Fund (our form of Roth IRA)",monthly paycheck,1730,diarist
1704,91,Housing Costs,"$600 for a common room in a three-room flat, utilities and internet included. I live alone.",rent,600,diarist
1705,91,Loan Payments,$0. My tertiary education was fully subsidized by a religious foundation.,student loan,0,diarist
1706,91,All Other Transportation,$30. I usually take the bus to work and anywhere else.,misc,30,diarist
1707,91,Phone Bill,$37.60-$45.20. This is covered by my employer.,utilities,40,diarist
1708,91,iPhone,$41. My employer generously paid for the two-year plan and I pay him back every first of the month in installments.,misc,41,diarist
1709,91,"Adobe, Microsoft Office & Spotify",$25. I'm looking to get Adobe and Microsoft Office from my employers soon.,misc,25,diarist
1710,91,Netflix,Mooch off a friend.,entertainment,0,diarist
1711,92,Occupation,Child Care Assistant,occupation,child care assistant,diarist
1712,92,Industry,Nursery,industry,nursery,diarist
1713,92,Age,30,age,30,diarist
1714,92,Location,Marseille,location,"marseille, france",diarist
1715,92,Salary,"$19,100 salary plus $4,400 government income",salary,19100,diarist
1716,92,Paycheck (Once A Month),"$1,590 salary plus $366 government income",monthly paycheck,1956,diarist
1717,92,Housing Costs,$366. My rent is really $788 but I receive $422/month from the government. I get a high amount because I'm a single parent. It's a one-bedroom apartment in the city center with a huge living room. I use half of it as my sleeping area.,rent,366,diarist
1718,92,Loan Payments,"$0. I had a small student loan ($12,500) that I finished paying off in 2010.",student loan,0,diarist
1719,92,All Other Netflix,$0. I use my aunt's account.,entertainment,0,diarist
1720,92,Television,$4 (through the internet),entertainment,4,diarist
1721,92,Mobile Phone,$30,utilities,30,diarist
1722,92,Internet,$30,utilities,30,diarist
1723,92,Electricity,$85,utilities,85,diarist
1724,92,Gas,$25,utilities,25,diarist
1725,92,Water,$25,utilities,25,diarist
1726,92,Insurance,$20 for my daughter's school insurance and the house insurance,misc,20,diarist
1727,92,Health Insurance,$20 for my daughter and me. It's $80 but half is paid by my employer; it's the law in France.,health insurance,20,diarist
1728,92,Daughter's Dance Class,$37,misc,37,diarist
1729,92,Daughter's Tennis Class,$42,misc,42,diarist
1730,92,Childcare,$0. My grandmother takes care of my daughter before and after school.,childcare,0,diarist
1731,92,Savings,"$150, split between my daughter's and my own savings account",savings,150,diarist
1732,92,Holiday Piggy Bank,$100,savings,100,diarist
1733,92,Bus Card,$26. The monthly cost is $52 but work pays for half of it. (They have to by law.),misc,26,diarist
1734,92,Donations,"$60 split among The Red Cross, Doctors Without Borders, and Greenpeace",charity,60,diarist
1735,92,My Little Box Subscription,$20,misc,20,diarist
1736,92,Birchbox Subscription,$16. I'm a beauty junkie.,misc,16,diarist
1737,93,Occupation,Senior Executive Assistant,occupation,senior executive assistant,diarist
1738,93,Industry,Automotive,industry,automotive,diarist
1739,93,Age,28,age,28,diarist
1740,93,Location,"Detroit, MI",location,"detroit, MI",diarist
1741,93,Salary,"$65,000",salary,65000,diarist
1742,93,Annual Bonus,"~$3,500",income,291.666666666667,diarist
1743,93,Paycheck (2x/month),"$1,771.77",monthly paycheck,3543.54,diarist
1744,93,Housing,$600 plus about $50 in utilities to rent a tiny studio,rent,600,diarist
1745,93,Student Loan Payments,"$80. Almost paid off. (Thanks, Mom and Dad!)",student loan,80,diarist
1746,93,All Other Car Payment,$228 for my leased car,auto,228,diarist
1747,93,Phone,$0. It's on my company's plan and costs me nothing out of pocket.,utilities,0,diarist
1748,93,Health Insurance,~$80,health insurance,80,diarist
1749,93,401(k),I put in 5% and my company matches it with another 5%,savings,270.833333333333,diarist
1750,93,Savings,"$1,000 minimum. This was a new goal for me in 2018.",savings,1000,diarist
1751,93,Other,"In an effort to help me build my savings account, my boyfriend covers the cost of gas, groceries, car insurance, gym membership, Spotify, and a few other miscellaneous expenses. A lot of these go on a credit card with cash back offers and are paid in full at the end of every month. We are getting engaged soon and are beginning to combine our finances as we get ready to pay for a wedding (and eventually a house) together!",misc,0,diarist
1752,94,Occupation,Communications Manager,occupation,communications manager,diarist
1753,94,Industry,Nonprofit,industry,nonprofit,diarist
1754,94,Age,28,age,28,diarist
1755,94,Location,"Glendale, CA",location,"glandale, CA",diarist
1756,94,My Salary,"$45,000",salary,45000,diarist
1757,94,Husband's Salary,"$85,000",salary,85000,spouse
1758,94,Paycheck (2x/month),"$1,300",monthly paycheck,2600,diarist
1759,94,Housing Costs,"$1,500 to rent a small two-bedroom house. My in-laws own the property; they wanted us to live closer to them because of my mother-in-law's declining health. They are letting us stay there for the same amount we paid for our previous apartment.",rent,1500,diarist
1760,94,Loan Payments,$0. We paid off the remainder of my college loans shortly after getting married.,student loan,0,diarist
1761,94,All Other Utilities,$300,utilities,300,diarist
1762,94,Car Insurance,$380,auto,380,diarist
1763,94,Cell Phones,$213,utilities,213,diarist
1764,94,Internet,$45,utilities,45,diarist
1765,94,Health Insurance,"$50 for dental, medical, and vision (covered by my company)",health insurance,50,diarist
1766,94,Pet Insurance,$30,misc,30,diarist
1767,94,Coffee of the Month Club,$35,misc,35,diarist
1768,94,Netflix,$12,entertainment,12,diarist
1769,94,Hulu,$12,entertainment,12,diarist
1770,94,Savings,"$300/month in HSA for our baby, and 15% of my husband's paycheck in a Roth IRA. Whatever money is left over after bills gets split between vacation and house savings accounts.",savings,300,diarist
1771,94,401(k),$600/paycheck for him and $375/month for me,savings,375,diarist
1772,95,Occupation,Lawyer,occupation,lawyer,diarist
1773,95,Industry,Large Corporation,industry,large corporation,diarist
1774,95,Age,42,age,42,diarist
1775,95,Location,"Houston, TX",location,"houston, TX",diarist
1776,95,My Salary,"$190,000",salary,190000,diarist
1777,95,Husband's Salary,"$150,000",salary,150000,spouse
1778,95,Combined Paycheck (2x/month),"$10,100 after 401(k), health insurance, and United Way contributions",monthly paycheck,11288.2352941176,diarist
1779,95,Housing,"$4,000 for our mortgage and property tax. We pay a little bit extra to speed up paying off the mortgage.",mortgage,4000,diarist
1780,95,Student Loan Payments,$300,student loan,300,diarist
1781,95,Car Payment,$695 (This is the last year!),auto,695,diarist
1782,95,All Other Subscription,$3,misc,3,diarist
1783,95,Netflix,$12,entertainment,12,diarist
1784,95,Cell Phone,$170,utilities,170,diarist
1785,95,Cable & Internet,$200,utilities,200,diarist
1786,95,Childcare,"$2,600",childcare,2600,diarist
1787,95,Evening Nanny,$600,childcare,600,diarist
1788,95,Kid Activities,"$200 toward swim, soccer, and music classes",misc,200,diarist
1789,95,Electric & Gas,$150,utilities,150,diarist
1790,95,Water,$50,utilities,50,diarist
1791,95,Lawn Service,$100,misc,100,diarist
1792,95,Savings,"We move money into savings whenever there is a balance in our checking account over $15,000 after bills are paid.",savings,0,diarist
1793,96,Occupation,HR Manager,occupation,hr manager,diarist
1794,96,Industry,Tech,industry,tech,diarist
1795,96,Age,29,age,29,diarist
1796,96,Location,"Brooklyn, NY",location,"new york, NY",diarist
1797,96,Salary,"$100,000",salary,100000,diarist
1798,96,Paycheck (Biweekly),"$2,663.54",monthly paycheck,5327.08,diarist
1799,96,Housing,"$600. My boyfriend (C.) and I live in a big, two-bedroom apartment in Park Slope. Even though we can afford to live alone, we choose to have a roommate because C. is freelancing and doesn't have a steady income, and it allows me to save a ton of money. Our roommate pays $1,400/month and C. and I split the remaining rent and utilities. Occasionally, when C. and I are both out of town, we'll put up our room on Airbnb. (But I usually let C. put that money into his account.)",rent,600,diarist
1800,96,Student Loans,"$300. I have about $6,200 left to pay, down from the $18,000 I graduated with.",student loan,300,diarist
1801,96,All Other Renter's Insurance,"$13.42, which includes C.",misc,13.42,diarist
1802,96,Spotify,$9.99,entertainment,9.99,diarist
1803,96,Phone,"I'm still on my parents' plan, but C. and I both need new phones, and we're planning to add me to his plan soon.",utilities,0,diarist
1804,96,401(k),15% of every paycheck,savings,1250,diarist
1805,96,"Medical, Dental, Health & Life Insurance",$51.05,health insurance,51.05,diarist
1806,96,Unlimited MetroCard,$121 pre-tax,misc,121,diarist
1807,96,Investments,"$1,050/month",savings,1050,diarist
1808,97,Occupation,Administrator/Executive Assistant,occupation,administrator/executive assistant,diarist
1809,97,Industry,Tech & Semi-Conductor Facility,industry,tech & semi-conductor facility,diarist
1810,97,Age,28,age,28,diarist
1811,97,Location,"Austin, TX",location,"austin, TX",diarist
1812,97,My Salary,"$52,000 plus $6,250 annual bonus",salary,58250,diarist
1813,97,Husband's Salary,"$29,000",salary,29000,spouse
1814,97,Paycheck (2x/month),"$3,120",monthly paycheck,6240,diarist
1815,97,Housing,"$1,480 mortgage. It's me, my husband, and our two dogs. We've owned our home since June and are hoping to refinance to a 15-year loan once my husband has a full year of job history.",mortgage,1480,diarist
1816,97,Loan Payments,"$980 total for my car, my husband's car, and my husband's motorcycle",auto,980,diarist
1817,97,All Other Car Insurance,$180 (combined),auto,90,diarist
1818,97,Cell Phone,$90,utilities,90,diarist
1819,97,Solar Power,$158. We just got solar installed at our home!,utilities,158,diarist
1820,97,Vivint Home Monitoring,$90,misc,90,diarist
1821,97,Hulu & Netflix,$20,entertainment,20,diarist
1822,97,Health Insurance,$32. My company has GREAT insurance and the majority of this is FSA contribution.,health insurance,32,diarist
1823,97,401(k),"$160. My company matches 4%, so I contribute that amount. I received a very large inheritance last year after the deaths of my grandma and my father (within three weeks of each other). It has all remained invested as it was previously and will serve as the bulk of my retirement. Based on projection, I'll be able to retire, happily, before I'm 55.",savings,160,diarist
1824,98,Occupation,Account Manager,occupation,account manager,diarist
1825,98,Industry,Insurance,industry,insurance,diarist
1826,98,Age,28,age,28,diarist
1827,98,Location,"Denver, CO",location,"denver, CO",diarist
