,diary_index,title,value
915,47,Pet Insurance,$50 (And so worth it)
916,47,Shared Slush Fund,$200-$250
917,47,Car Insurance,"$200, quarterly, which we split. (We share a car.)"
918,48,Occupation,Senior Accountant
919,48,Industry,Tech
920,48,Age,29
921,48,Location,"Charlotte, NC"
922,48,My Salary,"$80,500 plus $4,000 annual bonus"
923,48,MyHusband's Salary,"$85,000 plus a variable bonus"
924,48,Combined Paycheck (Biweekly),"~$4,460"
925,48,Mortgage,"$2,140. (We pay off a few hundred dollars more than the minimum payment each month. At this rate, we'll shave 12 years off of our 30-year mortgage.)"
926,48,Student Loan Payments,"$0. (My parents paid for most of my education, and I worked to cover the rest. We paid off my husband's loans.)"
927,48,Car Lease,"$205 for my car. (My husband paid his car off before we met. We are actively shopping to replace my car with a larger SUV, so the payments will go up soon.)"
928,48,Health Insurance,$0. (Paid in full by my husband's employer.)
929,48,Netflix,$12
930,48,Monthly Parking,$100 for my husband's parking space
931,48,Cable & Internet,$180
932,48,Gas & Electric,$250. (It's much higher in the summer when we run the central air.)
933,48,Water,$38
934,48,Cell Phone,$160
935,48,Savings,"$500-$2,000. (This varies based on the month's expenses. I keep a certain balance in our checking account, and I transfer anything over that at the end of the month. We used to save much more aggressively before our son was born and we had to pay for diapers and daycare.)"
936,48,Daycare,$309/week
937,49,Occupation,Project Writer
938,49,Industry,Data Management
939,49,Age,27
940,49,Location,"Dallas, TX"
941,49,Salary,"$66,000"
942,49,Paycheck (Biweekly),"$1,928.93"
943,49,Rent,"$1,279. (I live in a one-bedroom, one-bathroom apartment with my dog. My total rent includes $10 pet rent.)"
944,49,Student Loan Payment,"$0. (I had a partial scholarship for undergrad, and grad school was free, thanks to grants.)"
945,49,Dental Insurance,$17.54
946,49,Vision Insurance,$4.62
947,49,401(k),$126.92
948,49,Disability & Life Insurance Benefits,$39.20
949,49,Therapy,"$250. (I go twice a month for anxiety, depression, and Asperger's syndrome.)"
950,49,Health Insurance,$0. (I got permission to stay on my mom's far superior health insurance until I can afford my medications.)
951,49,"Water, Trash & Exterminator Fees",$50-$60
952,49,Electricity,$30-$60
953,49,Car & Renter's Insurance,$110.66
954,49,Cell Phone,$100. (I pay my parents because I'm on their plan.)
955,49,Internet,$81.64
956,49,Pet Insurance,$72.82 for my cat and dog
957,49,Dollar Shave Club,$6
958,49,Remote Personal Training,$110. (My trainer gives me 3x/week programs that I do by myself.)
959,49,Gym Membership: $,92.01
960,49,Hulu,$12.98.
961,49,Spotify Family,$16.23.
962,49,Netflix,"$12. (I share my Hulu, Spotify, and Netflix accounts with my sister.)"
963,49,LifeLock Identity Theft Protection,$275/year
964,49,Unlimited Spin Studio Membership,"$1,336.65/year"
965,49,Amazon Prime,$99/year. (I share with my sister.)
966,50,Occupation,Associate Fashion Designer
967,50,Industry,Fashion
968,50,Age,27
969,50,Location,"New York, NY"
970,50,Salary,"$68,000"
971,50,Paycheck (Biweekly),"$1,560.30"
972,50,Rent,$875
973,50,Student Loan Payment,$297.54
974,50,"Internet, Gas & Electric",~$130
975,50,Renter's Insurance,$7.72
976,50,Cell Phone,$136
977,50,MetroCard,"$121 for my monthly unlimited pass, deducted from my paycheck pre-tax"
978,50,Savings,$300
979,50,Health Insurance,$108.90
980,50,Dental Insurance,$11.42
981,50,Retirement,"7% of salary, pre-tax. (Company will match after one year of employment.)"
982,50,Gym Membership,$21
983,50,"Netflix, Hulu, MoviePass, Apple Music & iCloud",$36.63
984,50,HSA Account,"$1,500/year. (Pre-tax, biweekly deduction, plus $500 company contribution.)"
985,51,Occupation,Digital Account Manager
986,51,Industry,Advertising
987,51,Age,29
988,51,Location,"Cape Town, South Africa"
989,51,Salary,"$23,150"
990,51,Paycheck (1x/month),"$1,611, after compulsory tax and unemployment fund deductions"
991,51,Freelance Work,~$400/month
992,51,Flatmate's Rent,$400/month
993,51,Housing,"$200. (I am extremely fortunate to own a small apartment, which is pretty unusual in this city, where property prices are sky high. I paid for it in full a few years ago using money I inherited. My only housing expenses now are the levies I pay for the building and my parking spot. I also have a flatmate, who pays me $400 in rent every month. This covers most of my home-related expenses.)"
994,51,Credit Card Loan,$167
995,51,Student Loan,"$0. (I inherited money from a relative, which was designated for travel and study.)"
996,51,Utilities,~$83
997,51,Internet,$43
998,51,Health Insurance,"$159 for my private medical aid and gap cover. (Our public healthcare system is almost always overwhelmed, and it's normal to have private medical aid if you can afford it.)"
999,51,Gym Membership,"$135 for two memberships. (One membership is through my medical aid and works on a points system. If I achieve all my fitness goals in a month, I am refunded the full amount.)"
1000,51,Cell Phone,$33
1001,51,Retirement Fund,"$210, directly deposited each month."
1002,51,House Cleaning,$19/week
1003,52,Occupation,Copywriter
1004,52,Industry,Advertising
1005,52,Age,24
1006,52,Location,Massachusetts
1007,52,Salary,"$40,000"
1008,52,Paycheck (Weekly),$604.53
1009,52,Freelance Income,"~$12,000"
1010,52,Rent,$0. (I recently moved back home.)
1011,52,Student Loan Payment,$500. (A family member graciously gave me a personal loan for school so that I wouldn't have to pay interest.)
1012,52,Netflix,$0. (I'm a mooch.)
1013,52,Hulu,$6
1014,52,Mutual Funds Savings,$400
1015,52,High-Yield Savings Account,$100
1016,52,Savings,"I usually transfer ~$1,000/month from my checking account and spread it among my two savings accounts and loan debt. (My employer doesn't offer a retirement program until you've been at the company for a full year, so the savings money will be going towards my Roth and traditional IRAs for the next few months.)"
1017,52,Roth IRA,"~$3,000/year"
1018,52,Amazon Prime,$49/year
1019,53,Occupation,Media Relations Representative
1020,53,Industry,Healthcare
1021,53,Age,25
1022,53,Location,"Baltimore, MD"
1023,53,Salary,"$62,878"
1024,53,Paycheck (2x/month),"$1,890"
1025,53,Rent,"$550. (I rent a two-bedroom row-house with my boyfriend, James*, for $1,300 total. He pays more because he makes more. We definitely got a steal because it usually costs way more to rent in Baltimore.)"
1026,53,Student Loan Payment,"$180.53. (I have paid off ~$3,000 so far and have ~$12,000 left.)"
1027,53,"Insurance (Health, Dental & Vision) & FSA Contribution",$175.92
1028,53,403(b),"$290.22, with 4% company contribution"
1029,53,Parking Garage Pass,$142
1030,53,Car Insurance,$120.61
1031,53,Car Payment,$241.66
1032,53,Phone,"$50. (I'm still on my parents' plan, but I pay them to cover my unlimited data and Galaxy S7 payment.)"
1033,53,Utilities,~$120
1034,53,Roth IRA,$250
1035,53,Savings,"~$700. (I have a little over $8,200 in savings. I have savings accounts for house stuff, major purchases, a Betterment investment account, and travel.)"
1036,53,Credit Card,"~$300-$500. (I have about $1,500 total in credit card debt.)"
1037,54,Occupation,Deputy Director
1038,54,Industry,High Tech
1039,54,Age,34
1040,54,Location,Silicon Valley
1041,54,My Salary,"$100,000"
1042,54,My Husband's Salary,"$170,000, plus RSUs"
1043,54,CombinedPaycheck (2x/month),"$10,096"
1044,54,Rent,"$3,000"
1045,54,Student Loan Payments,"$0. (My parents paid for my undergrad and I paid for grad school by saving up and working full-time. I lived on a very tight budget, but it was worth it because I’m 100% debt free now. Oddly, my husband did the same thing, although we weren’t together at the time, so neither of us have any debt.)"
1046,54,401(k),"14% of my salary, plus 4% company match"
1047,54,Savings,"I put $3,000 into a joint account with my husband that he uses to pay all our joint living expenses, and put $1,000 into my personal savings account."
1048,54,Planned Parenthood Donation,$50
1049,54,Subscription,$15
1050,54,Netflix,$14
1051,54,Eyelash Treatment,$75
1052,54,Massage,$90
1053,55,Occupation,SNAP (Food Stamps) Advocate
1054,55,Industry,Non-Profit
1055,55,Age,24
1056,55,Location,"Somerville, MA"
1057,55,Salary,"$40,000"
1058,55,Paycheck (2x/month),"$1,045 after taxes, retirement, and a car loan deduction"
1059,55,Babysitting,$250-$350/month
1060,55,Rent,"$875. (I have two roommates and our total rent is $3000, but I chose the tiny room, so I pay the least.)"
1061,55,Student Loan Payment,"$0. (My parents paid for my education, which I am incredibly grateful for.)"
1062,55,Car Loan Payment,"$280, deducted directly from my paycheck. (I got an interest-free loan from work for $5,000 over 25 months. I am also paying my parents $80/month for 20 months for a loan I took out from them.)"
1063,55,Car Insurance,"$0. (I still have my car registered in Minnesota, where I'm from, and it's under our family plan.)"
1064,55,403(b),"$210. (7% of my paycheck. It's still my first year at my job, so my agency isn't matching my contribution yet.)"
1065,55,Health Insurance,$0. (I'm still on my dad's plan.)
1066,55,Utilities,~$50 for my share.
1067,55,Internet,$10 for my share.
1068,55,Netflix,$0. (I use my parents' account.)
1069,55,Amazon Prime,$0. My whole family uses my mom's account.
1070,55,Cell Phone,$0. (Also still paid for by my parents.)
1071,55,Gym Membership,$40
1072,55,Subscription,$21 for Sunday delivery and online access
1073,55,Savings,"$250, directly transferred from my checking account"
1074,56,Occupation,Lawyer
1075,56,Industry,Media
1076,56,Age,29
1077,56,Location,London
1078,56,Salary,"$122,500"
1079,56,Paycheck (1x/month),"$6,200"
1080,56,Mortgage,"$1,450 for my half. (I split equally with my boyfriend.)"
1081,56,Student Loan Payment,$730. (Nearly. Done. YES.)
1082,56,Credit Card Loan,$560 for bar exam prep course fees
1083,56,Savings,"$1,100 split between an ISA, funding circle, and a holiday account. (Once my student debts are paid off, I'm going to be paying much more into savings.)"
1084,56,Wine Delivery Service,$28. (Don't judge.)
1085,56,Phone,$54
1086,56,Gym,$54
1087,56,Netflix,$8.45
1088,56,Spotify,$14
1089,56,Joint Account,"$2,100. (My boyfriend and I both contribute to this account each month to cover the below expenses, as well as our groceries and the occasional nice meal or holiday.)"
1090,56,"Internet, TV & Landline",$57
1091,56,Council Tax,$138
1092,56,Mortgage Insurance,$88
1093,56,Gas & Electricity,$65
1094,56,Boiler Breakdown Cover,$27
1095,56,Water,$45
1096,56,Household Insurance,$30
1097,56,House Cleaner,$112
1098,57,Occupation,Social Worker
1099,57,Industry,Nonprofit
1100,57,Age,28
1101,57,Location,"New York, NY"
1102,57,Salary,"$52,000"
1103,57,Paycheck (Biweekly),"$1,514"
1104,57,Rent,$0.(My fiancé covers it.)
1105,57,Health Insurance,"$44.44, out of my paycheck"
1106,57,Internet,"$70, split between my fiancé and me"
1107,57,Electricity,"$30-$120, depending on our A/C usage"
1108,57,Gym,$0. (My parents pay.)
1109,57,Netflix,$0. (My brother pays for it as my birthday present.)
1110,57,Hulu: $0.,(I use my fiancé's account.)
1111,57,Student Loan Payment,"$0. (I am paying off my grad school directly without loans. I still owe my school $1,700, but I have until May.)"
1112,57,Zumba Certification,$30
1113,57,403(b),$400
1114,57,IRA,"Whatever is leftover in my account, with a max of $5,500/year."
1115,58,Occupation,Vacation Rental Manager
1116,58,Industry,Real Estate
1117,58,Age,30
1118,58,Location,"Jacksonville, FL"
1119,58,Full-Time Job Salary,"$30,000"
1120,58,Part-Time Job,"~$13/hour. (The hours I get vary. Usually, I make about $100-$250/month.)"
1121,58,My Husband's Salary,"$128,000"
1122,58,Combined Paycheck (2x/month),"$4,780 after 403(b) contribution"
1123,58,Mortgage,"$1,684. My husband and I bought a foreclosure in a beach neighborhood a few years ago and are fixing it up slowly but surely. My husband's sister (who has special needs) lives with us as well."
1124,58,Student Loan Payment,$50 for mine. (My husband's student loans are deferred right now.)
1125,58,Car Payment,"$1,330, combined"
1126,58,"Medical, Dental, Vision & Life Insurance",$385
1127,58,My Husband's 403(b),"$366.94, which his company matches"
1128,58,Aflac,$122. (We carry three policies.)
1129,58,Apple Lease,$57. (Because my husband always has to have the newest technology.)
1130,58,Cell Phone,$168. (We pay for ours and his sister's.)
1131,58,Comcast TV & Internet,$208-$230
1132,58,Office Programs (For My Work),$36
1133,58,Utilities,"$434. (I work from home and my sister-in-law is often home, so electricity is usually high. She also does a lot of showering and hand-washing, which makes our water bill a little high.)"
1134,58,SoFi Remodel Loan,$887
1135,58,Car Insurance,$250.74
1136,58,Doggie Daycare,$190
1137,58,Instant Ink Subscription,$10.95
1138,58,Disney Vacation Club Membership,$206/year
1139,59,Occupation,Patient Care Technician
1140,59,Industry,Healthcare
1141,59,Age,24
1142,59,Location,"Boston, MA"
1143,59,Income,$18/hour
1144,59,Paycheck (2x/month),"~$1,300. (Depends on differentials and overtime. Also, my insurance and transportation pass are taken out of my paycheck.)"
1145,59,Rent,"$1,175. (I share a two-bedroom apartment with a roommate. It's tiny but in an amazing location!)"
1146,59,Student Loan Payment,$178
1147,59,"Electric, Heat & A/C",~$30
1148,59,Cable & Internet,$44.55
1149,59,Netflix,$10. (My sister uses my account.)
1150,59,Hulu,$0. (I use my sister's account.)
1151,59,Gym,"$55, after work discount"
1152,60,Occupation,Attorney
1153,60,Industry,Law
1154,60,Age,35
1155,60,Location,Alabama
1156,60,Salary,"$115,000"
1157,60,Paycheck (2x/month),"$2,343"
1158,60,Rent,"$700. (I rent an in-law suite from a family friend. It's completely separate with its own entrance, kitchen, laundry, etc.)"
1159,60,Student Loan Payments,"~$1,000 (for undergrad and law school)"
1160,60,Car Loan Payment,$305
1161,60,Utilities,"~$150. (I split power, gas, utilities, and internet with the owner of the house.)"
1162,60,Car Insurance,$65
1163,60,401(k),$900
1164,60,Savings,"$1,172. (This is 20% of my net pay and it goes into a money market account at a separate bank. I basically never see this money, except when I check the balance. I treat it as untouchable.)"
1165,60,"Health, Dental & Vision Insurance","$250. (This is my contribution, and my employer covers the balance.)"
1166,60,Cell Phone,$45
1167,60,"Netflix, Hulu & Spotify",$0. (I use friends' and family members' accounts.)
1168,60,Le Tote Subscription,$74. (I have only been using this for about four months and am debating if I am going to keep it.)
1169,60,Amazon Prime,$100/year (includes streaming)
1170,60,Massage Package,"$400, paid twice per year. (I go every three to four weeks for a relaxation massage. It is hugely helpful for shoulder aches and pains. I buy a package to reduce the cost.)"
1171,60,Chewy Dog Food & Supplies,$92.97 every six weeks
1172,61,Occupation,Project Manager
1173,61,Industry,Real Estate
1174,61,Age,35
1175,61,Location,San Francisco
1176,61,Salary,"$125,000"
1177,61,Annual Bonus,20-25% of my salary
1178,61,Paycheck (2x/month),"$3,100"
1179,61,Rent,"$1,800. (I live alone in a studio apartment.)"
1180,61,Student Loan Payment,$0. (I finally paid them off last year with my annual bonus! I had zero help from my parents.)
1181,61,"Medical, Vision & Dental Insurance","My employer contributes $3,400 every year to an HSA card. I pay everything outright until I reach the $2,000 deductible, and then it mostly works out to everything being covered by my employer."
1182,61,401(k),"10% of salary, pre-tax. (Company matches 4%.)"
1183,61,Savings,"$1,000 ($500 of which goes in Stash.)"
1184,61,Credit Card,"$1,200. (I have $6,000 total on a 0% interest-free balance transfer. Once this is paid off, I believe I can remain credit card debt free.)"
1185,61,Cell Phone,"$0. (My work pays for my work cell phone and I didn’t want two cell phones, so I only use this one.)"
1186,61,Google Cloud Storage,$1.99
1187,61,Cable & Internet (Includes HBO),$71
1188,61,Electric,$20-$25
1189,61,Spotify Premium,$9.99
1190,61,Squarespace,$7
1191,61,MealPal,$84
1192,61,Netflix & Hulu,$0. (I trade my HBO login for access to a friend's Netflix and Hulu accounts.)
1193,62,Occupation,Lead Toddler Teacher
1194,62,Industry,Early Education
1195,62,Age,24
1196,62,Location,"Cambridge, MA"
1197,62,Salary,"$32,800"
1198,62,Paycheck Amount (2x/month),"$1,009"
1199,62,Rents,"$1,000. (I live with one roommate and we each pay this amount. Heat and hot water are included in our rent.)"
1200,62,Health Insurance,"Free, through work."
1201,62,Student Loan Payment,"$0. (Thank you, Mom and Dad!)"
1202,62,Spotify,$9.99
1203,62,Netflix,$0. (I use my sister's account.)
1204,62,Internet/TV,$77.59
1205,62,Electricity,My roommate covers the electric bill.
1206,62,MBTA Pass,$84.50. (My work pays $31.73 per pay period.)
1207,63,Occupation,Analyst
1208,63,Industry,Consulting
1209,63,Age,22
1210,63,Location,"Arlington, VA"
1211,63,Salary,"$66,000"
1212,63,Paycheck (2x/month),"$1,733.40"
1213,63,Rent,"$1,422.50. (Includes underground parking. I share two-bedroom, two-bathroom apartment with a friend."
1214,63,Student Loan Payment,$0. (I had financial aid and family assistance throughout college.)
1215,63,Health Insurance,"$30 from my paycheck for medical, $6 for dental"
1216,63,HSA,$18.50. (My employer matches $500/year.)
1217,63,Car Loan,$0. (I bought a used car at age 16.)
1218,63,Spotify,$0. (I'm on my brother's plan.)
1219,63,Amazon Prime,$0. (On my family's plan.)
1220,63,Subscription,$0. (I have a student membership that my family covers.)
1221,63,Gym Membership,$18. (Half is covered by work.)
1222,63,Wi-Fi,$40
1223,63,Electric,$48
1224,63,Water,$24
1225,63,Gas,$50-$75
1226,63,Renters Insurance,$10
1227,63,401(k),$72
1228,63,Roth IRA,"$458. (Trying to contribute this amount, at least! I started working full time only a few months ago, so I am finally over the hump of moving expenses/adjustments.)"
1229,64,Occupation,IT Analyst
1230,64,Industry,Pharmaceuticals
1231,64,Age,22
1232,64,Location,"Somerville, MA"
1233,64,Salary,"$65,000"
1234,64,Paycheck (2x/month),"$1,506 post deductions and taxes"
1235,64,Rent,$900 for one room in a three-bedroom house
1236,64,Student Loan Payments,$0. (I received a full academic scholarship for my undergrad and worked to pay for living costs.)
1237,64,Car Insurance,$117
1238,64,Gym Membership,$29.99
1239,64,Gas & Electricity,~$60-80
1240,64,Savings,$840
1241,64,401(k) Contribution,$600 pre-tax. (My employer also contributes 5% of my salary.)
1242,64,"Health, Dental & Vision Insurance","$65.34, deducted pre-tax"
1243,65,Occupation,Executive Recruiter
1244,65,Industry,Professional Services
1245,65,Age,26
1246,65,Location,"Austin, TX"
1247,65,Salary,"$80,000. (Plus ~$20,000 in bonuses paid out as I reach milestones on my projects at work.)"
1248,65,Paycheck (2x/month),"$2,485.69"
1249,65,Rent,$947.50. (I live in a two-bedroom apartment in South Austin with my boyfriend. We split the rent evenly.)
1250,65,Student Loan Payment,$300
1251,65,Auto Loan Payment,$379.48
1252,65,Phone Bill,$57.84. (I'm on a family plan with my boyfriend.)
1253,65,"Utilities, Netflix & Internet",$0. (I have an agreement with my boyfriend where he pays the bills and I pay for all our groceries. It more or less evens out.)
1254,65,Health & Dental Insurance,$8.92 pre-tax
1255,65,Auto Insurance,$515 for six months
1256,65,Renter's Insurance,$229/year
1257,66,Occupation,Recruiting Director
1258,66,Industry,Executive Staffing
1259,66,Age,27
1260,66,Location,"Brooklyn, NY"
1261,66,Salary,"$70,000"
1262,66,Commission,"$40,000-$80,000/year"
1263,66,Paycheck (Weekly),$765.45 (after healthcare and commuter benefits deductions)
1264,66,Rent,$770 for my room in a three-bedroom apartment
1265,66,Student Loan Payments,$345
1266,66,"Electricity, Gas & Internet",~$80
1267,66,Car Insurance,$193.66
1268,66,Phone Bill,$106
1269,66,ClassPass,$75
1270,66,Therapy,~$150 after medical reimbursement
1271,66,Hulu,$7.99
1272,66,App,$7.50
1273,66,Texture Magazine App,$9.99
1274,66,Netflix,$10.99
1275,66,MetroCard,"$121 monthly unlimited card, taken out of weekly paycheck pre-tax"
1276,66,401(k),"3% of salary, pretax"
1277,66,Roth IRA,~$300
1278,66,Charitable Donations,"$50, split between End the Backlog, ASPCA, and Shatterproof"
1279,67,Occupation,Behavioral Health Manager
1280,67,Industry,Mental Healthcare
1281,67,Age,24
1282,67,Location,Seattle
1283,67,Salary,"$52,000"
1284,67,Paycheck (2x/month),"$1,860.40"
1285,67,Rent,$525 for my half of a one-bedroom apartment that I share with my boyfriend. (Utilities are included.)
1286,67,Health Insurance,$0. (I'm on my parents' insurance plan until I turn 26.)
1287,67,Car Loan Payments,$140 to my dad
1288,67,"Hulu, Netflix & Xfinity",$0. (I use the accounts of various friends and family members.)
1289,67,Massage Therapy,$52. (I go to a massage school and this is my monthly cost for an hour-long massage/cupping session with tip. I have chronic neck and back pain and massage is incredibly helpful.)
1290,67,Chiropractor,"$25 copay. (Again, this is necessary for my chronic pain.)"
1291,67,Therapist,$0. (My insurance covers all of my therapy copays!)
1292,67,Savings,"Varies, but I usually try to save between $500-$1,000/month depending on my spending habits."
1293,67,Retirement,"I don't have a 401(k) set up yet (poor planning for the future, I know) but I am hoping to invest about $5,000 in Ellevest in the next few months."
1294,68,Occupation,Program Manager
1295,68,Industry,Nonprofit
1296,68,Age,27
1297,68,Location,"Worcester, MA"
1298,68,Salary,"$51,000"
1299,68,Paycheck (4x/month),$603 post-taxes
1300,68,Rent,$850
1301,68,Student Loan Payment,$200
1302,68,Car Payment,$250 for my leased car
1303,68,Credit Card Debt,"~$300. (I have $9,000 in total outstanding credit card debt.)"
1304,68,Health & Dental Insurance,"$130.24, taken out of my paycheck pre-tax."
1305,68,Electric & Internet,~$80. (I split internet with my friend/housemate. We each have our own apartment but live on the same floor of a renovated house. It's a real-life situation.)
1306,68,Car Insurance,$146
1307,68,YMCA Gym Membership,$22
1308,68,CBS Go,$5.99
1309,68,Hulu,$10
1310,68,Netflix,"$0. (Thanks, Mom!)"
1311,68,Spotify,"$7.50, split with my housemate."
1312,68,Savings,"$100 of each of my paychecks automatically goes into savings each week, but sometimes when I'm not cautious with my spending I have to pull from savings to pay rent or other bills."
1313,69,Occupation,Freelance Graphic Designer
1314,69,Industry,Design
1315,69,Age,29
1316,69,Location,"Missoula, MT"
1317,69,Salary,"~$18,000"
1318,69,Paycheck,"~$1,500 a month, pre-tax (varies, paid per project)"
1319,69,Rent,"$850, split with boyfriend"
1320,69,Student Loan Payments,$0. (My wonderful parents paid my in-state college tuition.)
1321,69,HealthInsurance,$212
1322,69,Internet,$55
1323,69,Cell Phone,$0. (Mom is still paying for now. Bless her.)
1324,69,Electricity,$100
1325,69,Spotify,$10.79
1326,69,Netflix,$0. (I use my mom's account.)
1327,69,Dropbox,$99
1328,69,Car Insurance,"$116 for our two cars. (Our van is still insured for Philadelphia, which makes it double the cost of our truck!)"
1329,69,Climbing Gym Membership,$0. (Boyfriend pays.)
1330,70,Occupation,Project Engineer
1331,70,Industry,Biomedical Engineering
1332,70,Age,28
1333,70,Location,"Los Angeles, CA"
1334,70,Salary,"$71,400"
1335,70,Paycheck (1x/month),"$3,698.96 after taxes, 401(k), health, dental, and vision insurance"
1336,70,Gym Membership,$15
1337,70,Car Insurance,$100
1338,70,Petco,$40
1339,70,Costco,$15
1340,70,Rent,"$950, including utilities. (I live with my boyfriend in a condo that he owns. We split the rent.)"
1341,70,Student Loan Payment,$0. (My parents paid for my college tuition.)
1342,70,Car Loan Payment,"$430 for my Subaru, which includes third party extended warranty."
1343,70,Roth IRA,$400
1344,70,Phone Bill,$80 (for my share of the family plan)
1345,70,Market America Vitamins & Household Items,$110-$160 (varies depending on items)
1346,70,Savings,"$1,000. (I currently have about $30,000 in total savings.)"
1347,70,UPS Store Mailbox,$120/year. (I get my packages delivered here because I don't trust my neighborhood.)
1348,70,Amazon Prime Subscription,$99/year
1349,70,Netflix,$0. (I use my boyfriend's brother's account.)
1350,71,Occupation,ESL Teacher
1351,71,Industry,Education
1352,71,Age,23
1353,71,Location,"Ulsan, South Korea"
1354,71,Salary,"$~23,000"
1355,71,Paycheck (1x/month),"$1,930"
1356,71,Rent,"$0. (Luckily, the program I work for covers my apartment!)"
1357,71,Student Loan Payment,$500. (I took out a private loan my freshman year of college and I'm aggressively trying to pay it off.)
1358,71,Utilities,$100
1359,71,Phone Bill,$50
1360,71,Savings,"$400-$600. (I have a total of $3,000 in savings.)"
1361,71,Spotify,$10
1362,71,Bus Card,$20
1363,71,Gym Membership,$350 for six months. (Gyms in Korea are interesting; you pay a lump sum to join.)
1364,72,Occupation,Associate Consultant
1365,72,Industry,Healthcare IT
1366,72,Age,24
1367,72,Location,"Kansas City, MO"
1368,72,Salary,"$49,500"
1369,72,Paycheck (2x/month),"$1,405.87"
1370,72,Rent,"$655.50, which includes hot water and renter's insurance. (I have one roommate and my portion of the rent is a bit higher because I have the master bedroom.)"
1371,72,Student Loan Payment,$158.33
1372,72,Internet,"$60, split with my roommate"
1373,72,Utilities,$40-$70
1374,72,Gym,$20
1375,72,Cell Phone Bill,$114
1376,72,Car Insurance,$124
1377,72,Savings,$420. (I have 15% of my check automatically go to my savings account every pay period.)
1378,72,"Netflix, HBO & Starz",$0. (I use my family and friends' accounts.)
1379,72,Apple iTunes,$4.99
1380,72,401k,6%. (My company matches 3%.)
1381,72,"Dental, Medical & Vision Insurance",$55 per paycheck
1382,73,Occupation,Financial Software Sales Executive
1383,73,Industry,Software Sales
1384,73,Age,27
1385,73,Location,New York
1386,73,Salary,"$95,000"
1387,73,Paycheck Amount (2x/month),"$2,256"
1388,73,Rent,"$1,350. (My boyfriend owns the two-bedroom apartment we live in and I pay him much less than market value.)"
1389,73,Student Loan Payment,"$120, from my Master's degree in finance. (I have about $8,000 left to pay off.)"
1390,73,Phone Bill,: $110
1391,73,Gym Membership,$60
1392,73,Yoga Studio Membership,$99
1393,73,Health Insurance,$215
1394,73,Roth IRA,$600
1395,73,GMAT Study Prep,$99
1396,73,Metro Card,"$121, with my flexible spending card."
1397,73,Psychiatrist Sessions,"$200, not covered by insurance."
1398,74,Occupation,Writer/Freelance Copywriter
1399,74,Industry,Creative
1400,74,Age,26
1401,74,Location,London
1402,74,MySalary,"$16,825"
1403,74,My Fiancé's Salary,"$70,000. (My fiancé and I combined our finances a couple of years ago. At the moment, and much to my discomfort, I am relying on him financially while I get myself properly set up with freelance clients.)"
1404,74,Combined Paycheck (1x/month),": ~$5252, after tax"
1405,74,Rent,"$1,892"
1406,74,Student Loan Payments,"$0 at the moment. (I don't earn enough and have about $2,500 worth of credit card debt that I'm trying to pay off ASAP.)"
1407,74,Netflix,$9.80
1408,74,Gousto Weekly Food Box,$168
1409,74,Council Tax,$195
1410,74,Electricity,": Varies depending on usage, but at the moment it's about $32."
1411,74,Internet,$68
1412,74,Phone Bill,"$0. (I'm still on my family plan, which I should probably change at some point.)"
1413,74,Savings & Charity,"Currently $0. (I left my job over a year ago due to anxiety-related problems and wasn't able to work for a long time afterwards. I've been freelancing properly since November, but am not making a decent wage quite yet. Until I am, and until I've paid off my credit card, contributions to savings and charities are on hold.)"
1414,75,Occupation,Children's Librarian
1415,75,Industry,Public Library
1416,75,Age,28
1417,75,Location,"Cleveland, OH"
1418,75,Salary,"$27,000"
1419,75,Paycheck Amount (2x/month),"$1,142.25. ($99 is taken out of each paycheck for my health insurance.)"
1420,75,Housing,"$300. (I live with my boyfriend in a house he owns, but I pay him monthly for the mortgage.)"
1421,75,Loan Payments,"$357. (This payment is for a personal loan I took out to consolidate the credit card debt I hope to pay off by the time I'm 30. I am extremely lucky to have no student loans – my father teaches at the university where I attended school, so I got a tuition waver.)"
1422,75,Netflix,$0. (We use my mom's.)
1423,75,Spotify Premium,$10.75
1424,75,MoviePass,$9.95
1425,75,Car Insurance,$47
1426,75,Savings,~$100
1427,75,Phone Bill,~$75
1428,76,Occupation,Associate Marketer
1429,76,Industry,Marketing
1430,76,Age,25
1431,76,Location,"Charlotte, NC"
1432,76,Salary,"$68,250"
1433,76,Paycheck (2x/month),"$2,028"
1434,76,Rent,"$1,181, which includes pet rent, hot water, and valet trash pick-up"
1435,76,Student Loan Payment,$200
1436,76,Cell Phone,"~$80. (I’m still on the family plan, so I Venmo my dad each month.)"
1437,76,401k,I contribute 4% pre-tax and my company matches up to 3%.
1438,76,Savings,"Anything I don’t spend goes to savings, so I try to put in between $500 and $1,000 each month."
1439,76,Health Insurance,$0. (I’m still on my mother’s plan for now! I will have to get my own this year though.)
1440,76,Internet,$70
1441,76,Netflix,$11.76
1442,76,Hulu,$12.81
1443,76,Spotify,$15.99. (I have a family plan and pay for my sister's account.)
1444,76,Electricity,$40
1445,76,Subscription,: $15
1446,77,Occupation,Project Director
1447,77,Industry,Substance Abuse Treatment
1448,77,Age,31
1449,77,Location,"Long Beach, CA"
1450,77,Salary,"$75,000"
1451,77,Paycheck Amount (2x/month),"$1,998"
1452,77,Rent,"$0. (My husband pays rent and I pay for utilities and food. We keep our finances separate, which works well for us. We have joint savings goals, however, we are free to spend our money how we please as long as we take care of our individual responsibilities. We discuss large purchases and budgeting together, though.)"
